name	orig_taste	reference	smiles	can-smiles	taste	orig_idx	EA(eV)	IP(eV)	CNS	dip^2/V	CIQPlogS	RuleOfThree	RuleOfFive	PSA	HumanOralAbsorption	PercentHumanOralAbsorption	SAfluorine	SAamideO	#stars	#amine	#amidine	#acid	#amide	#rotor	#rtvFG	#metab	#NandO	#ringatoms	#in34	#in56	#noncon	#nonHatm	QPpolrz	QPlogPC16	QPlogPoct	QPlogPw	QPlogPo/w	QPlogS	QPlogHERG	QPPCaco	QPlogBB	QPPMDCK	QPlogKp	QPlogKhsa	dipole	SASA	FOSA	FISA	PISA	WPSA	volume	donorHB	accptHB	ACxDN^.5/SA	glob	MW	AlogP	RB	PSA	Estate	MR	Polar	Num aromatic rings	RingCount	ChiralCenterCount	HeavyAtomCount	Total charge
	Bitter	Rodgers et al. (2006)	C(CCCCCCC\C=C/C\C=C/C\C=C/CC)(=O)O	CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O	False	1231	-0.812	9.85	-2.0	0.0082498	-4.0280000000000005	0.0	1.0	40.13	3.0	88.288	0.0	0.0	1.0	0.0	0.0	1.0	0.0	13.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	20.0	29.793000000000003	9.725	11.58	2.8110000000000004	5.191	-4.426	-2.43	283.786	-1.141	161.263	-1.9069999999999998	0.502	3.003	603.832	446.2	99.811	57.821000000000005	0.0	1092.997	1.0	2.0	0.0033122	0.8498220999999999	277.4217	5.2684	13	40.13	46.667	87.3576	33.201	0	0	0	20	-1
3-Benzyl-4-heptanone	Sweet	Fenarolis	CCCC(=O)C(CC)CC1=CC=CC=C1	CCC(C(=O)CCC)Cc1ccccc1	True	2475	-0.158	9.695	0.0	0.013428399999999998	-2.844	0.0	0.0	17.07	3.0	100.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	6.0	1.0	3.0	1.0	6.0	0.0	6.0	0.0	15.0	25.515	7.485	8.737	3.012	3.86	-3.7230000000000003	-4.705	5601.066	-0.034	3185.239	-0.773	0.27699999999999997	3.365	502.894	291.705	26.113000000000003	185.076	0.0	843.43	0.0	2.0	0.0	0.8584620000000001	204.308	3.9531	6	17.07	31.666999999999998	63.9211	28.464000000000002	1	1	1	15	0
2-METHYL-2-PENTENAL	Sweet	Fenarolis	CC/C=C(\C)/C=O	C/C(=C\CC)/C=O	True	1792	0.159	10.062000000000001	0.0	0.031544	-0.22899999999999998	0.0	0.0	17.07	3.0	92.594	0.0	0.0	6.0	0.0	0.0	0.0	0.0	2.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	7.0	12.058	3.345	4.496	2.6430000000000002	1.21	-0.867	-2.866	1870.26	-0.156	973.293	-2.6839999999999997	-0.598	3.906	323.297	232.55200000000002	76.347	14.399000000000001	0.0	483.72900000000004	0.0	2.0	0.0	0.9217871	98.14299999999999	1.82	2	17.07	18.167	30.9976	11.677999999999999	0	0	0	7	0
Rhodinyl butyrate	Sweet	Fenarolis	CCCC(=O)OCCC(C)CCCC(=C)C	CCCC(=O)OCCC(CCCC(=C)C)C	True	1486	-0.991	9.889	0.0	0.0085488	-2.952	0.0	0.0	26.3	3.0	100.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	9.0	1.0	3.0	2.0	0.0	0.0	0.0	0.0	16.0	27.754	7.847	9.127	1.662	4.428999999999999	-4.769	-4.596	3279.615	-0.48100000000000004	1786.05	-1.4809999999999999	0.5579999999999999	2.9010000000000002	583.842	502.582	50.625	30.635	0.0	984.3660000000001	0.0	2.0	0.0	0.8196739	226.355	4.6052	10	26.3	34.667	67.7926	26.995	0	0	1	16	0
BENZYL HEXANOATE	Sweet	Fenarolis	CCCCCC(=O)OCC1=CC=CC=C1	CCCCCC(=O)OCc1ccccc1	True	1561	-0.03	9.842	0.0	0.0121652	-2.886	0.0	0.0	26.3	3.0	100.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	6.0	1.0	2.0	2.0	6.0	0.0	6.0	0.0	15.0	25.393	7.624	8.794	3.196	3.668	-3.727	-4.76	3269.5240000000003	-0.26	1780.11	-1.219	0.266	3.196	503.092	265.0	50.766000000000005	187.326	0.0	839.84	0.0	2.0	0.0	0.8556883	206.2808	3.6401	7	26.3	33.334	60.4553	27.266	1	1	0	15	0
Methyl 3-phenylpropionate	Sweet	Fenarolis	COC(=O)CCC1=CC=CC=C1	COC(=O)CCc1ccccc1	True	227	-0.171	9.699	0.0	0.0118776	-1.992	0.0	0.0	26.3	3.0	100.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	1.0	2.0	2.0	6.0	0.0	6.0	0.0	12.0	20.477999999999998	6.042999999999999	7.252999999999999	3.802	2.344	-2.569	-4.58	2611.5820000000003	-0.156	1396.283	-1.6640000000000001	-0.109	2.8139999999999996	424.417	166.725	61.056000000000004	196.636	0.0	666.685	0.0	2.0	0.0	0.8695995999999999	164.2011	2.1764	4	26.3	28.834	46.7357	21.761	1	1	0	12	0
GERANIOL	Sweet	Fenarolis	CC(=CCC/C(=C/CO)/C)C	OC/C=C(/CCC=C(C)C)\C	True	344	-0.852	9.424	0.0	0.0043558	-1.624	0.0	0.0	20.23	3.0	100.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	5.0	0.0	6.0	1.0	0.0	0.0	0.0	0.0	11.0	19.24	5.479	7.646	3.363	2.6069999999999998	-2.747	-3.734	2838.111	-0.24100000000000002	1527.641	-2.0140000000000002	-0.008	1.758	441.824	361.819	57.247	22.759	0.0	709.332	1.0	1.7	0.0038476999999999995	0.8705927999999999	154.2493	2.9341	4	20.23	23.834	51.1821	19.377	0	0	0	11	0
Allyl octanoate	Sweet	Fenarolis	CCCCCCCC(=O)OCC=C	CCCCCCCC(=O)OCC=C	True	1620	-0.853	10.261	0.0	0.0088634	-2.059	0.0	0.0	26.3	3.0	100.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	8.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0	13.0	22.719	6.492000000000001	7.4239999999999995	1.883	3.489	-3.782	-4.668	3220.2090000000003	-0.42700000000000005	1751.106	-1.5190000000000001	0.175	2.725	523.184	420.28	51.461999999999996	51.441	0.0	837.549	0.0	2.0	0.0	0.8213303	184.2753	3.5858	9	26.3	29.666999999999998	54.2074	21.49	0	0	0	13	0
pentofuranose	Sweet	Fenarolis	C(C1C(C(C(O1)O)O)O)O	OCC1OC(C(C1O)O)O	True	1503	-2.363	10.796	-2.0	0.0090176	-0.314	0.0	0.0	90.15	2.0	57.36600000000001	0.0	0.0	5.0	0.0	0.0	0.0	0.0	5.0	1.0	3.0	5.0	5.0	0.0	5.0	4.0	10.0	10.025	5.335	13.265999999999998	14.838	-1.724	-0.7040000000000001	-2.2	183.489	-1.063	79.141	-4.406000000000001	-0.831	2.09	311.166	128.49200000000002	182.673	0.0	0.0	484.48699999999997	4.0	8.5	0.05463330000000001	0.9587263	150.1299	-2.0027	1	90.15	34.332	29.9609	12.36	0	1	4	10	0
Hexyl cinnamic aldehyde	Sweet	Fenarolis	CCCCCC/C(=C\C1=CC=CC=C1)/C=O	CCCCCC/C(=C\c1ccccc1)/C=O	True	1823	0.614	9.501	0.0	0.018237299999999998	-3.0989999999999998	0.0	0.0	17.07	3.0	100.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	8.0	1.0	1.0	1.0	6.0	0.0	6.0	0.0	16.0	26.113000000000003	8.221	9.13	2.985	3.86	-3.984	-5.02	2146.304	-0.579	1129.455	-1.367	0.324	4.026	531.655	269.83799999999997	70.042	191.775	0.0	888.8760000000001	0.0	2.0	0.0	0.8409349	216.3187	4.677	7	17.07	33.834	69.4966	30.107	1	1	0	16	0
alpha-Methyl cinnamaldehyde	Sweet	Fenarolis	C/C(=C/C1=CC=CC=C1)/C=O	O=C/C(=C\c1ccccc1)/C	True	2175	0.6559999999999999	9.56	0.0	0.030466800000000002	-1.609	0.0	0.0	17.07	3.0	100.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	1.0	6.0	0.0	6.0	0.0	11.0	17.477	5.723	6.595	3.765	2.12	-1.9069999999999998	-3.863	2333.471	-0.14300000000000002	1236.281	-1.73	-0.33299999999999996	4.239	371.121	99.885	66.21300000000001	205.023	0.0	589.693	0.0	2.0	0.0	0.9163608	146.1858	2.396	2	17.07	26.334	46.4916	20.932	1	1	0	11	0
2-ETHOXYNAPHTHALENE	Sweet	Fenarolis	CCOC1=CC2=CC=CC=C2C=C1	CCOc1ccc2c(c1)cccc2	True	949	0.614	8.501	1.0	0.0015787000000000002	-4.103	0.0	0.0	9.23	3.0	100.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	10.0	0.0	10.0	0.0	13.0	21.87	6.261	6.812	2.92	3.885	-4.059	-4.803999999999999	9906.038	0.131	5899.293000000001	-0.34600000000000003	0.266	1.025	419.119	140.601	0.0	278.518	0.0	665.882	0.0	0.75	0.0	0.8798851999999999	172.2231	3.0708	2	9.23	26.000999999999998	53.7194	26.363000000000003	2	2	0	13	0
nonan-3-yl acetate	Sweet	Fenarolis	CCCCCCC(CC)OC(=O)C	CCCCCCC(OC(=O)C)CC	True	1815	-1.026	11.085999999999999	0.0	0.0107286	-2.101	0.0	0.0	26.3	3.0	100.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	7.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	13.0	22.826999999999998	6.18	7.483	1.724	3.427	-3.747	-4.164	3271.775	-0.341	1781.435	-1.7819999999999998	0.214	2.9960000000000004	512.73	461.996	50.735	0.0	0.0	836.4680000000001	0.0	2.0	0.0	0.8373539000000001	186.2912	3.6196	8	26.3	28.5	54.0314	21.682	0	0	1	13	0
2-(5-methylfuran-2-yl)butanal	Sweet	Fenarolis	CCC(C=O)C1=CC=C(O1)C	CCC(c1ccc(o1)C)C=O	True	2562	-0.551	8.837	0.0	0.0183875	-1.445	0.0	0.0	30.21	3.0	100.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	2.0	5.0	0.0	5.0	0.0	11.0	16.825	5.019	6.272	3.398	1.68	-1.551	-3.179	2372.1820000000002	-0.132	1258.464	-2.1630000000000003	-0.426	3.332	374.98	231.44400000000002	65.459	78.077	0.0	603.696	0.0	2.5	0.0	0.9212324000000001	152.1904	1.8856	3	30.21	26.666999999999998	40.7873	18.667	1	1	1	11	0
4-Methyl-2-phenyl-2-pentenal, (E)+(Z)	Sweet	Fenarolis	CC(C)/C=C(/C=O)\C1=CC=CC=C1	O=C/C(=C/C(C)C)/c1ccccc1	True	2289	0.381	9.626	0.0	0.020458700000000003	-2.205	0.0	0.0	17.07	3.0	100.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	1.0	6.0	0.0	6.0	0.0	13.0	21.925	6.5489999999999995	7.942	3.752	2.6289999999999996	-2.64	-4.18	2139.334	-0.21	1125.491	-1.9	0.009000000000000001	3.804	432.043	184.283	70.191	177.56900000000002	0.0	707.3789999999999	0.0	2.0	0.0	0.8886671	174.239	3.1039999999999996	3	17.07	29.666999999999998	55.6412	24.601999999999997	1	1	0	13	0
Octyl 2-methylbutyrate	Sweet	Fenarolis	CCCCCCCCOC(=O)C(C)CC	CCCCCCCCOC(=O)C(CC)C	True	1743	-1.01	10.989	0.0	0.0095051	-2.697	0.0	0.0	26.3	3.0	100.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	9.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	15.0	26.625999999999998	7.352	8.617	1.412	4.3	-4.78	-4.651	3759.45	-0.433	2070.1	-1.473	0.498	3.0260000000000002	584.427	540.055	44.372	0.0	0.0	963.495	0.0	2.0	0.0	0.8072372	214.3443	4.7602	10	26.3	31.5	63.4924	25.351999999999997	0	0	1	15	0
ISOAMYL ISOVALERATE	Sweet	Fenarolis	CC(C)CCOC(=O)CC(C)C	CC(CCOC(=O)CC(C)C)C	True	323	-0.9990000000000001	11.065999999999999	0.0	0.0125571	-1.804	0.0	0.0	26.3	3.0	100.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	5.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	12.0	21.658	5.622999999999999	7.207999999999999	2.099	3.014	-3.447	-3.948	3135.954	-0.223	1701.6370000000002	-2.01	0.121	3.12	479.714	427.037	52.676	0.0	0.0	775.177	0.0	2.0	0.0	0.8507135	172.2646	2.9765	6	26.3	27.333000000000002	49.6111	19.847	0	0	0	12	0
cis-3-Hexenyl acetate	Sweet	Fenarolis	CC/C=C\CCOC(=O)C	CC/C=C\CCOC(=O)C	True	157	-0.9740000000000001	9.827	0.0	0.0149535	-1.165	0.0	0.0	26.3	3.0	100.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	4.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0	10.0	17.724	4.6080000000000005	5.9910000000000005	2.419	2.1919999999999997	-2.592	-3.972	2544.0429999999997	-0.244	1357.2939999999999	-2.198	-0.185	3.13	426.00800000000004	339.70300000000003	62.256	24.049	0.0	655.102	0.0	2.0	0.0	0.8562881999999999	142.1956	1.8176	5	26.3	24.666999999999998	41.6046	15.985	0	0	0	10	0
Methyl 2-nonynoate	Sweet	Fenarolis	CCCCCCC#CC(=O)OC	CCCCCCC#CC(=O)OC	True	2031	-0.36700000000000005	10.936	0.0	0.0136832	-1.7180000000000002	0.0	0.0	26.3	3.0	100.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	6.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	12.0	20.965	5.774	7.047000000000001	2.3040000000000003	2.785	-3.447	-4.598	1616.115	-0.625	831.159	-2.38	0.055999999999999994	3.241	495.379	385.67199999999997	83.036	26.671999999999997	0.0	767.5319999999999	0.0	2.0	0.0	0.8183858	168.2328	3.5246	6	26.3	28.666999999999998	41.8656	18.743	0	0	0	12	0
Methyl butyrate	Sweet	Fenarolis	CCCC(=O)OC	CCCC(=O)OC	True	1848	-0.955	11.11	0.0	0.0173882	-0.314	0.0	0.0	26.3	3.0	95.64299999999999	0.0	0.0	8.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	7.0	12.099	2.96	4.178999999999999	2.464	1.2890000000000001	-0.84	-3.133	2608.88	-0.059000000000000004	1394.7220000000002	-2.454	-0.585	2.9139999999999997	332.75699999999995	271.653	61.104	0.0	0.0	488.17800000000005	0.0	2.0	0.0	0.9010657	102.1317	1.1442	3	26.3	19.167	26.6407	10.672	0	0	0	7	0
Neryl butyrate	Sweet	Fenarolis	CCCC(=O)OC/C=C(/C)\CCC=C(C)C	CCCC(=O)OC/C=C(\CCC=C(C)C)/C	True	1587	-0.522	9.537	0.0	0.009594	-2.909	1.0	0.0	26.3	3.0	100.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	7.0	1.0	7.0	2.0	0.0	0.0	0.0	0.0	16.0	26.910999999999998	7.357	8.974	1.966	4.098	-4.367	-4.146	3430.152	-0.311	1874.8239999999998	-1.65	0.49200000000000005	2.991	545.443	470.67199999999997	48.57	26.201	0.0	932.2739999999999	0.0	2.0	0.0	0.846145	224.3392	4.4363	8	26.3	35.001	69.5615	26.803	0	0	0	16	0
Octyl isobutyrate	Sweet	Fenarolis	CCCCCCCCOC(=O)C(C)C	CCCCCCCCOC(=O)C(C)C	True	626	-1.006	11.02	0.0	0.0117974	-2.399	0.0	0.0	26.3	3.0	100.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	8.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	14.0	24.877	6.792000000000001	8.125	1.568	3.891	-4.287	-4.409	3542.401	-0.38299999999999995	1941.225	-1.619	0.36700000000000005	3.265	549.811	502.716	47.095	0.0	0.0	903.7360000000001	0.0	2.0	0.0	0.8222033999999999	200.3178	4.303999999999999	9	26.3	30.0	58.8914	23.517	0	0	0	14	0
Methyl octanoate	Sweet	Fenarolis	CCCCCCCC(=O)OC	CCCCCCCC(=O)OC	True	111	-0.945	11.12	0.0	0.0105176	-1.506	0.0	0.0	26.3	3.0	100.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	6.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	11.0	19.257	5.172000000000001	6.3229999999999995	1.899	2.6710000000000003	-2.957	-4.061	2627.1940000000004	-0.36700000000000005	1405.307	-2.064	-0.049	2.773	465.228	404.444	60.783	0.0	0.0	731.2339999999999	0.0	2.0	0.0	0.8437308000000001	158.238	2.969	7	26.3	25.166999999999998	45.0447	18.012	0	0	0	11	0
Tetrahydrofurfuryl butyrate	Sweet	Fenarolis	CCCC(=O)OCC1CCCO1	CCCC(=O)OCC1CCCO1	True	833	-1.072	10.845999999999998	0.0	0.021712000000000002	-1.055	0.0	0.0	35.53	3.0	100.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	1.0	2.0	3.0	5.0	0.0	5.0	4.0	12.0	19.199	4.909	7.449	3.866	1.706	-1.911	-3.628	3401.797	-0.10800000000000001	1858.078	-2.0380000000000003	-0.516	3.892	437.05400000000003	388.10400000000004	48.95	0.0	0.0	697.686	0.0	3.7	0.0	0.8704356	172.2215	1.5030000000000001	5	35.53	28.0	44.8946	17.875	0	1	1	12	0
dimethyl sulfide	Sweet	Fenarolis	CSC	CSC	True	859	-0.45899999999999996	8.898	1.0	0.010438	-0.725	0.0	0.0	25.3	3.0	100.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	6.678	1.588	1.514	0.799	1.1	-1.028	-2.217	9906.038	0.33299999999999996	10000.0	-1.52	-0.585	1.829	236.574	184.64	0.0	0.0	51.933	320.638	0.0	0.5	0.0	0.9576544	62.13399999999999	0.7952	0	25.3	5.832999999999999	19.1869	7.444	0	0	0	3	0
(2E,4E)-Octa-2,4-dienal	Sweet	Fenarolis	CCC/C=C/C=C/C=O	CCC/C=C/C=C/C=O	True	974	0.8079999999999999	9.609	0.0	0.046591900000000006	-0.782	0.0	0.0	17.07	3.0	94.891	0.0	0.0	3.0	0.0	0.0	0.0	0.0	5.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	9.0	15.100999999999999	4.4830000000000005	5.669	2.43	1.844	-1.725	-3.763	1559.672	-0.473	799.827	-2.432	-0.387	5.287000000000001	392.664	260.474	84.664	47.526	0.0	600.002	0.0	2.0	0.0	0.8761501	124.1803	2.1909	4	17.07	22.0	41.5601	15.155999999999999	0	0	0	9	0
Phenethyl butyrate	Sweet	Fenarolis	CCCC(=O)OCCC1=CC=CC=C1	CCCC(=O)OCCc1ccccc1	True	271	-0.244	9.644	0.0	0.0116905	-2.588	0.0	0.0	26.3	3.0	100.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	5.0	1.0	2.0	2.0	6.0	0.0	6.0	0.0	14.0	23.416999999999998	7.016	8.158	3.2880000000000003	3.225	-3.2539999999999996	-4.477	3069.381	-0.21	1662.625	-1.403	0.126	3.013	469.565	238.49599999999998	53.659	177.40900000000002	0.0	776.796	0.0	2.0	0.0	0.8703105999999999	192.2542	3.0489	6	26.3	31.834	56.0079	25.430999999999997	1	1	0	14	0
Furfurylideneacetone	Sweet	Fenarolis	CC(=O)/C=C/C1=CC=CO1	CC(=O)/C=C/c1ccco1	True	2564	0.868	9.094	0.0	0.037893800000000005	-1.104	0.0	0.0	30.21	3.0	100.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	2.0	5.0	0.0	5.0	0.0	10.0	15.114	4.812	6.015	3.931	1.679	-1.0659999999999998	-3.818	3145.961	-0.039	1707.507	-1.5730000000000002	-0.619	4.512	350.73699999999997	120.37899999999999	52.53	177.828	0.0	537.139	0.0	2.5	0.0	0.9111164	136.1479	0.8424	2	30.21	25.834	36.883	16.64	1	1	0	10	0
Butyl ethyl malonate	Sweet	Fenarolis	CCCCOC(=O)CC(=O)OCC	CCCCOC(=O)CC(=O)OCC	True	2120	-0.634	11.283	-1.0	0.0247341	-1.215	0.0	0.0	52.6	3.0	90.796	0.0	0.0	1.0	0.0	0.0	0.0	0.0	6.0	2.0	1.0	4.0	0.0	0.0	0.0	0.0	13.0	21.486	5.9670000000000005	8.537	4.262	1.75	-2.661	-4.43	988.1080000000001	-0.8420000000000001	488.353	-2.889	-0.42200000000000004	4.412	502.13300000000004	396.565	105.56700000000001	0.0	0.0	786.922	0.0	4.0	0.0	0.8209200999999999	188.2209	1.7347	8	52.6	35.834	47.1472	18.735	0	0	0	13	0
(Z)-3-hexenyl hexanoate	Sweet	Fenarolis	CCCCCC(=O)OCC/C=C\CC	CCCCCC(=O)OCC/C=C\CC	True	218	-0.887	10.006	0.0	0.007999899999999999	-2.3569999999999998	0.0	0.0	26.3	3.0	100.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	8.0	1.0	3.0	2.0	0.0	0.0	0.0	0.0	14.0	24.749000000000002	6.8389999999999995	8.039	1.733	3.833	-4.379	-4.686	3219.2470000000003	-0.441	1750.5410000000002	-1.636	0.345	2.678	554.685	484.98199999999997	51.476000000000006	18.227	0.0	896.192	0.0	2.0	0.0	0.8104368000000001	198.3019	3.8531	9	26.3	30.666999999999998	60.0345	23.325	0	0	0	14	0
METHYL 4-METHOXYBENZOATE	Sweet	Fenarolis	COC1=CC=C(C=C1)C(=O)OC	COc1ccc(cc1)C(=O)OC	True	50	0.35100000000000003	9.451	0.0	0.0298687	-1.686	0.0	0.0	35.53	3.0	100.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	3.0	6.0	0.0	6.0	0.0	12.0	18.796	5.325	7.295	4.33	2.102	-2.086	-4.033	2765.348	-0.051	1485.351	-1.891	-0.401	4.306	396.08099999999996	191.755	58.43600000000001	145.89	0.0	620.7080000000001	0.0	2.75	0.0	0.8884631	166.1739	1.669	3	35.53	31.000999999999998	44.0487	20.563000000000002	1	1	0	12	0
HEXYL BUTYRATE	Sweet	Fenarolis	CCCCCCOC(=O)CCC	CCCCCCOC(=O)CCC	True	1508	-0.972	11.1	0.0	0.011759499999999999	-1.804	0.0	0.0	26.3	3.0	100.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	7.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	12.0	21.342	5.768	6.961	1.75	3.142	-3.6	-4.396	2858.636	-0.419	1539.585	-1.896	0.106	3.0660000000000003	506.11400000000003	449.19699999999995	56.917	0.0	0.0	799.357	0.0	2.0	0.0	0.8230207	172.2646	3.3853	8	26.3	26.666999999999998	49.7159	19.847	0	0	0	12	0
2-Methylbutanoic acid	Sweet	Fenarolis	CCC(C)C(=O)O	CC(C(=O)O)CC	True	2775	-1.107	10.944	-1.0	0.0162304	-0.589	0.0	0.0	40.13	3.0	80.602	0.0	0.0	7.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	7.0	10.703	3.4	5.332000000000001	4.047	1.3419999999999999	-0.366	-0.726	362.269	-0.228	209.968	-2.9610000000000003	-0.747	2.7119999999999997	304.211	215.582	88.62899999999999	0.0	0.0	453.314	1.0	2.0	0.0065744	0.9381161	101.1238	0.6779	2	40.13	24.5	24.1683	9.922	0	0	1	7	-1
3,4-HEXANEDIONE	Sweet	Fenarolis	CCC(=O)C(=O)CC	CCC(=O)C(=O)CC	True	1388	0.551	10.405	0.0	0.00037539999999999996	0.358	0.0	0.0	34.14	3.0	85.66799999999999	0.0	0.0	5.0	0.0	0.0	0.0	0.0	3.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	8.0	12.557	3.4939999999999998	5.255	4.355	0.096	-0.109	-2.985	1776.067	-0.251	920.42	-2.682	-1.082	0.44	341.68	262.966	78.714	0.0	0.0	515.665	0.0	4.0	0.0	0.9101742	114.1424	0.826	3	34.14	24.334	30.7946	11.956	0	0	0	8	0
lactic acid	Sweet	Fenarolis	CC(C(=O)O)O	OC(=O)C(O)C	True	2433	-0.77	11.083	-1.0	0.0160555	-0.28300000000000003	0.0	0.0	60.36	2.0	61.047	0.0	0.0	8.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	6.0	7.074	3.173	6.768	7.494	-0.21600000000000003	-0.085	-0.501	94.609	-0.6609999999999999	49.192	-4.093999999999999	-1.056	2.4130000000000003	258.324	108.206	150.118	0.0	0.0	362.62300000000005	2.0	3.7	0.020255900000000004	0.9519996999999999	89.07	-1.0955	1	60.36	27.0	16.5614	6.888999999999999	0	0	1	6	-1
4-(4-Methoxyphenyl)-2-butanone	Sweet	Fenarolis	CC(=O)CCC1=CC=C(C=C1)OC	COc1ccc(cc1)CCC(=O)C	True	1968	-0.242	9.089	0.0	0.0207195	-1.942	0.0	0.0	26.3	3.0	100.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0	1.0	3.0	2.0	6.0	0.0	6.0	0.0	13.0	20.69	6.0089999999999995	7.697	3.883	2.3569999999999998	-2.352	-4.156000000000001	3395.925	-0.1	1854.611	-1.5419999999999998	-0.252	3.812	434.05800000000005	243.93	49.028999999999996	141.1	0.0	701.279	0.0	2.75	0.0	0.8794495999999999	178.2277	1.8949	4	26.3	30.500999999999998	51.9809	23.596	1	1	0	13	0
Methyl 2-methylpentanoate	Sweet	Fenarolis	CCCC(C)C(=O)OC	CCCC(C(=O)OC)C	True	394	-1.012	10.965	0.0	0.0122795	-0.91	0.0	0.0	26.3	3.0	100.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	9.0	15.832	3.96	5.279	2.267	1.746	-1.6159999999999999	-3.3280000000000003	3653.4429999999998	-0.003	2007.08	-2.073	-0.31	2.7089999999999996	385.916	340.235	45.681999999999995	0.0	0.0	597.512	0.0	2.0	0.0	0.8890030000000001	130.1849	2.0629	4	26.3	22.5	35.8162	14.342	0	0	1	9	0
farnesol	Sweet	Fenarolis	CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C	OC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C	True	1346	-0.812	9.401	0.0	0.004672600000000001	-2.988	1.0	0.0	20.23	3.0	100.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	8.0	0.0	9.0	1.0	0.0	0.0	0.0	0.0	16.0	28.305	8.093	10.614	3.1	4.349	-4.988	-4.638	2893.72	-0.48100000000000004	1560.019	-1.6780000000000002	0.615	2.142	584.401	496.175	56.358000000000004	31.866999999999997	0.0	981.783	1.0	1.7	0.002909	0.8174566999999999	222.3663	4.7607	7	20.23	32.501	74.9847	28.36	0	0	0	16	0
(E)-2-(2-Octenyl)cyclopentanone	Sweet	Fenarolis	CCCCC/C=C/CC1CCCC1=O	CCCCC/C=C/CC1CCCC1=O	True	2657	-0.802	9.693	0.0	0.014605400000000001	-2.312	0.0	0.0	17.07	3.0	100.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	6.0	1.0	4.0	1.0	5.0	0.0	5.0	4.0	14.0	24.385	6.369	8.071	1.939	3.658	-4.071000000000001	-4.204	4278.342000000001	-0.16399999999999998	2380.587	-1.6219999999999999	0.317	3.5389999999999997	521.231	474.35900000000004	38.45	8.422	0.0	857.355	0.0	2.0	0.0	0.8373531999999999	194.3132	3.9295	6	17.07	28.0	61.5445	23.749000000000002	0	1	1	14	0
