name	orig_taste	reference	smiles	can-smiles	In Bitter Domain	taste	orig_idx	EA(eV)	IP(eV)	CNS	dip^2/V	CIQPlogS	RuleOfThree	RuleOfFive	PSA	HumanOralAbsorption	PercentHumanOralAbsorption	SAfluorine	SAamideO	#stars	#amine	#amidine	#acid	#amide	#rotor	#rtvFG	#metab	#NandO	#ringatoms	#in34	#in56	#noncon	#nonHatm	QPpolrz	QPlogPC16	QPlogPoct	QPlogPw	QPlogPo/w	QPlogS	QPlogHERG	QPPCaco	QPlogBB	QPPMDCK	QPlogKp	QPlogKhsa	dipole	SASA	FOSA	FISA	PISA	WPSA	volume	donorHB	accptHB	ACxDN^.5/SA	glob	MW	AlogP	RB	PSA	Estate	MR	Polar	Num aromatic rings	RingCount	ChiralCenterCount	HeavyAtomCount	Total charge
	Non-bitter	UNIMI	[O-]C(=O)c1ccc(cc1)NC(=O)/C=C/c2cc(O)ccc2	O=C(Nc1ccc(cc1)C(=O)[O-])/C=C/c1cccc(c1)O	1.0	False	2191	1.107	9.219	-2.0	0.0500195	-3.542	0.0	0.0	89.46	2.0	63.711000000000006	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	1.0	1.0	5.0	12.0	0.0	12.0	0.0	21.0	30.201	11.165999999999999	18.042	12.965	2.036	-3.5260000000000002	-4.178	24.448	-1.8969999999999998	11.394	-3.7060000000000004	-0.361	6.81	560.246	22.739	212.09099999999998	325.416	0.0	927.04	3.0	5.25	0.0162308	0.8207009	282.2708	1.635	4	89.46	61.501999999999995	75.7311	35.817	2	2	0	21	-1
	Non-bitter	UNIMI	[O-]C(=O)c1ccc(cc1)NC(=O)/C=C/c2ccccc2	O=C(Nc1ccc(cc1)C(=O)[O-])/C=C/c1ccccc1	1.0	False	2159	1.038	9.184	-2.0	0.07880830000000001	-3.553	0.0	0.0	69.23	3.0	77.298	0.0	0.0	1.0	0.0	0.0	1.0	0.0	5.0	1.0	0.0	4.0	12.0	0.0	12.0	0.0	20.0	30.324	10.629000000000001	16.464000000000002	10.868	2.773	-3.786	-4.303	80.56	-1.2790000000000001	41.346000000000004	-2.647	-0.201	8.44	547.786	22.680999999999997	157.48	367.625	0.0	903.9830000000001	2.0	4.5	0.0116176	0.8253931000000001	266.2714	1.9024	4	69.23	55.835	74.03699999999999	35.18	2	2	0	20	-1
	Bitter	UNIMI	[O-]C(=O)[C@@H]([NH3+])C[C@H](C([O-])=O)Cc1ccc(Cl)cc1	[NH3+][C@H](C(=O)[O-])C[C@H](C(=O)[O-])Cc1ccc(cc1)Cl	1.0	True	2012	0.294	9.594	-2.0	0.0836225	-1.9140000000000001	1.0	0.0	107.9	1.0	27.395	0.0	0.0	0.0	1.0	0.0	2.0	0.0	7.0	0.0	5.0	5.0	6.0	0.0	6.0	0.0	18.0	23.967	9.932	17.846	12.557	-0.418	-1.847	-1.189	1.452	-1.119	1.867	-6.381	-0.768	8.34	484.019	58.36	214.921	139.232	71.506	831.7439999999999	4.0	5.0	0.0206603	0.8836805	270.6889	-0.7757	6	107.9	59.445	58.9849	28.362	1	1	2	18	-1
	Bitter	UNIMI	[O-]C(=O)[C@@H]([NH3+])C[C@@H](C([O-])=O)Cc1c[nH]c(c12)cccc2	[O-]C(=O)[C@H](C[C@@H](C(=O)[O-])[NH3+])Cc1c[nH]c2c1cccc2	1.0	True	1071	-0.051	8.274	-2.0	0.0265075	-2.075	1.0	0.0	123.69	1.0	21.124000000000002	0.0	0.0	0.0	1.0	0.0	2.0	0.0	7.0	0.0	5.0	6.0	9.0	0.0	9.0	0.0	20.0	26.131999999999998	10.599	19.132	14.594000000000001	-0.762	-1.642	-1.536	0.84	-1.531	0.419	-6.645	-0.765	4.809	502.426	67.02	239.99	195.416	0.0	872.424	5.0	5.0	0.0222527	0.8788427	275.2799	-1.6624	6	123.69	61.501000000000005	64.5584	31.601	2	2	2	20	-1
	Bitter	UNIMI	[O-]C(=O)[C@@H]([NH3+])C[C@H](C([O-])=O)Cc1c[nH]c(c12)cccc2	[O-]C(=O)[C@@H](C[C@@H](C(=O)[O-])[NH3+])Cc1c[nH]c2c1cccc2	1.0	True	461	0.086	8.41	-2.0	0.132881	-2.075	1.0	0.0	123.69	1.0	19.746	0.0	0.0	0.0	1.0	0.0	2.0	0.0	7.0	0.0	5.0	6.0	9.0	0.0	9.0	0.0	20.0	25.982	10.607999999999999	20.565	14.659	-0.828	-1.635	-1.5919999999999999	0.7390000000000001	-1.5930000000000002	0.365	-6.739	-0.778	10.738	501.97	56.861999999999995	245.84599999999998	199.261	0.0	867.753	5.0	5.0	0.0222729	0.8764997999999999	275.2799	-1.6624	6	123.69	61.501000000000005	64.5584	31.601	2	2	2	20	-1
	Bitter	UNIMI	c1cc([N+]([O-])=O)ccc1C(=O)N[C@H](C([O-])=O)Cc2c[nH]c(c23)cccc3	[O-]C(=O)[C@H](Cc1c[nH]c2c1cccc2)NC(=O)c1ccc(cc1)[N+](=O)[O-]	1.0	True	2713	1.5019999999999998	8.416	-2.0	0.0212169	-5.303999999999999	1.0	0.0	128.16	2.0	62.022	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	0.0	3.0	8.0	15.0	0.0	15.0	0.0	26.0	34.408	12.222999999999999	18.02	11.46	2.778	-4.107	-3.52	11.245	-2.0709999999999997	4.922	-4.47	0.064	4.696000000000001	582.263	39.923	247.65900000000002	294.681	0.0	1039.491	2.25	4.75	0.0122367	0.8523014999999999	352.3209	1.5286	6	128.16	76.502	90.1576	42.126999999999995	3	3	1	26	-1
	Bitter	UNIMI	c1cc([N+]([O-])=O)ccc1C(=O)N[C@@H](C([O-])=O)Cc2c[nH]c(c23)cccc3	[O-]C(=O)[C@@H](Cc1c[nH]c2c1cccc2)NC(=O)c1ccc(cc1)[N+](=O)[O-]	1.0	True	1691	1.499	8.379	-2.0	0.064438	-5.303999999999999	1.0	0.0	128.16	2.0	64.071	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	0.0	3.0	8.0	15.0	0.0	15.0	0.0	26.0	35.37	12.502	18.922	11.630999999999998	2.9530000000000003	-4.388999999999999	-3.8480000000000003	12.832	-2.083	5.676	-4.268	0.102	8.254	597.867	35.872	241.614	320.382	0.0	1057.394	2.25	4.75	0.0119174	0.8395596	352.3209	1.5286	6	128.16	76.502	90.1576	42.126999999999995	3	3	1	26	-1
	Bitter	UNIMI	N#Cc1ccc(cc1)C(=O)N[C@@H](C([O-])=O)Cc2c[nH]c(c23)cccc3	N#Cc1ccc(cc1)C(=O)N[C@@H](C(=O)[O-])Cc1c[nH]c2c1cccc2	1.0	True	225	0.903	8.293	-2.0	0.0546467	-5.732	1.0	0.0	108.81	2.0	68.288	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	0.0	2.0	6.0	15.0	0.0	15.0	0.0	25.0	35.257	12.404000000000002	18.918	12.110999999999999	2.9189999999999996	-5.21	-4.007	22.65	-1.85	10.491	-3.701	-0.001	7.57	596.4019999999999	35.812	215.59	345.001	0.0	1048.704	2.25	5.25	0.013204200000000001	0.8370042	332.3328	1.5131	6	108.81	69.002	88.5706	42.433	3	3	1	25	-1
	Bitter	UNIMI	COc(c1)c(OC)cc(c12)oc(=O)c(c2)Oc(cc3)cc(c34)oc(=O)cc4	COc1cc2cc(Oc3ccc4c(c3)oc(=O)cc4)c(=O)oc2cc1OC	1.0	True	1404	1.21	8.972999999999999	-1.0	0.0246952	-4.803999999999999	0.0	0.0	88.11	3.0	91.079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	2.0	7.0	20.0	0.0	20.0	0.0	27.0	36.494	10.978	16.124000000000002	10.022	2.295	-3.34	-5.644	680.096	-0.857	326.12	-2.359	-0.348	5.115	603.6669999999999	186.546	122.675	294.44599999999997	0.0	1059.588	0.0	7.0	0.0	0.8326425999999999	366.32099999999997	3.7204	4	88.11	68.17	92.5496	45.265	4	4	0	27	0
	Bitter	UNIMI	COc(c1)c(OC)cc(c2OC)c1nc(c23)occ3	COc1cc2c(cc1OC)nc1c(c2OC)cco1	1.0	True	2360	1.189	8.479	1.0	0.0136977	-3.6189999999999998	0.0	0.0	53.72	3.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	4.0	5.0	13.0	0.0	13.0	0.0	19.0	24.987	7.086	9.672	5.122999999999999	2.6519999999999997	-2.342	-3.787	6323.465	0.217	3631.513	-1.018	-0.23	3.282	452.619	264.045	20.557	168.016	0.0	786.186	0.0	3.75	0.0	0.9101568000000001	259.2573	2.5028	3	53.72	42.669	67.6639	32.285	3	3	0	19	0
	Bitter	UNIMI	COc(c1)c(OC)cc(c2OC)c1[nH+]c(c23)occ3	COc1cc2[nH+]c3occc3c(c2cc1OC)OC	1.0	True	2668	1.189	8.479	1.0	0.0136977	-3.6189999999999998	0.0	0.0	53.72	3.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	4.0	5.0	13.0	0.0	13.0	0.0	19.0	24.987	7.086	9.672	5.122999999999999	2.6519999999999997	-2.342	-3.787	6323.465	0.217	3631.513	-1.018	-0.23	3.282	452.619	264.045	20.557	168.016	0.0	786.186	0.0	3.75	0.0	0.9101568000000001	259.2573	2.5028	3	53.72	42.669	67.6639	32.285	3	3	0	19	0
	Bitter	UNIMI	c1cc(O)ccc1C[C@@H](C2=O)COc(c23)c(O)c(OC)c(c3O)OC	COc1c(O)c2C(=O)[C@@H](COc2c(c1OC)O)Cc1ccc(cc1)O	1.0	True	2129	0.728	8.888	-2.0	0.0062272	-4.845	1.0	0.0	105.45	2.0	84.678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	7.0	7.0	16.0	0.0	16.0	2.0	25.0	32.007	10.492	16.33	10.097999999999999	2.376	-3.717	-4.706	280.806	-1.3630000000000002	125.35600000000001	-3.3	0.047	2.53	579.428	258.723	163.186	157.519	0.0	1028.262	2.0	5.5	0.0134239	0.850292	346.3313	2.6036	4	105.45	66.836	88.3435	40.766	2	3	1	25	0
	Bitter	UNIMI	c1cc(O)ccc1C[C@@H](C2=O)COc(c23)cc(O)c(c3O)OC	COc1c(O)cc2c(c1O)C(=O)[C@@H](CO2)Cc1ccc(cc1)O	1.0	True	393	0.44299999999999995	9.009	-2.0	0.0231518	-4.525	0.0	0.0	96.22	3.0	84.376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	6.0	6.0	16.0	0.0	16.0	2.0	23.0	29.601999999999997	10.001	15.434000000000001	9.719	2.217	-3.3310000000000004	-4.575	304.496	-1.202	136.82399999999998	-3.1860000000000004	0.005	4.671	534.254	177.05	159.477	197.726	0.0	942.528	2.0	4.75	0.0125736	0.8701893	316.3053	2.62	3	96.22	61.669	81.8803	38.294000000000004	2	3	1	23	0
	Bitter	UNIMI	c1cc(O)ccc1C[C@@H](C2=O)COc(c23)c(O)c(OC)cc3O	COc1cc(O)c2c(c1O)OC[C@H](C2=O)Cc1ccc(cc1)O	1.0	True	962	0.473	8.762	-2.0	0.0351538	-4.525	0.0	0.0	96.22	3.0	81.28699999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	6.0	6.0	16.0	0.0	16.0	2.0	23.0	29.985	10.094	15.752	9.79	2.157	-3.565	-4.769	214.02700000000002	-1.399	93.469	-3.5210000000000004	0.026000000000000002	5.792999999999999	548.3240000000001	185.63	175.623	187.072	0.0	954.645	2.0	4.75	0.012251	0.8551105	316.3053	2.62	3	96.22	61.669	81.8803	38.294000000000004	2	3	1	23	0
	Bitter	UNIMI	c1cc(O)c(O)cc1C[C@@H](C2=O)COc(c23)c(O)c(OC)cc3O	COc1cc(O)c2c(c1O)OC[C@H](C2=O)Cc1ccc(c(c1)O)O	1.0	True	654	0.51	8.724	-2.0	0.0095488	-4.494	1.0	0.0	116.45	2.0	69.322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	7.0	7.0	16.0	0.0	16.0	2.0	24.0	29.875	10.597000000000001	17.358	11.869000000000002	1.48	-3.287	-4.646	76.495	-1.905	30.739	-4.423	-0.13	3.054	558.857	185.69799999999998	222.743	150.416	0.0	976.69	3.0	5.5	0.017046000000000002	0.8518616	332.3047	2.3526	3	116.45	67.336	83.5744	38.931	2	3	1	24	0
	Bitter	UNIMI	c1cc(O)c(O)cc1C[C@@H](C2=O)COc(c23)c(OC)c(OC)c(O)c3O	COc1c2OC[C@H](C(=O)c2c(c(c1OC)O)O)Cc1ccc(c(c1)O)O	1.0	True	1373	0.7240000000000001	8.725	-2.0	0.0315504	-4.813	1.0	0.0	125.68	2.0	72.77199999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	8.0	8.0	16.0	0.0	16.0	2.0	26.0	31.916	11.02	18.653	12.197000000000001	1.7080000000000002	-3.428	-4.569	100.397	-1.864	41.24100000000001	-4.189	-0.102	5.756	588.475	253.77700000000002	210.29	124.40799999999999	0.0	1049.954	3.0	6.25	0.018395500000000002	0.8489535	362.3307	2.3362	4	125.68	72.503	90.0376	41.403	2	3	1	26	0
	Bitter	UNIMI	c1cccc(c1C([O-])=O)NC(=O)/C=C/c2ccc(O)cc2	O=C(Nc1ccccc1C(=O)[O-])/C=C/c1ccc(cc1)O	1.0	True	2311	0.695	8.853	-2.0	0.0080575	-3.945	0.0	0.0	89.46	3.0	70.697	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	1.0	2.0	5.0	12.0	0.0	12.0	0.0	21.0	30.002	10.844000000000001	15.364	10.444	2.681	-3.7230000000000003	-4.06	36.935	-1.661	17.797	-3.315	-0.162	2.721	549.786	19.032	193.195	337.55800000000005	0.0	919.169	2.0	4.25	0.010932299999999999	0.831576	282.2708	1.635	4	89.46	61.501999999999995	75.7311	35.817	2	2	0	21	-1
	Bitter	UNIMI	c1cccc(c1C([O-])=O)NC(=O)/C=C/c2cc(OC)c(cc2)OC	COc1cc(/C=C/C(=O)Nc2ccccc2C(=O)[O-])ccc1OC	1.0	True	418	0.7	8.73	-2.0	0.0102428	-4.593	0.0	0.0	87.69	3.0	85.539	0.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0	1.0	3.0	6.0	12.0	0.0	12.0	0.0	24.0	33.96	11.034	15.283	8.826	3.6430000000000002	-4.506	-4.026	120.74700000000001	-1.2570000000000001	64.033	-2.456	0.039	3.28	613.936	204.702	138.946	270.288	0.0	1050.1660000000002	1.0	5.0	0.008144199999999999	0.8138558000000001	326.3233	1.8696	6	87.69	66.169	86.9634	40.124	2	2	0	24	-1
	Bitter	UNIMI	c1cccc(c1C([O-])=O)NC(=O)/C=C/c2cc(O)ccc2	O=C(Nc1ccccc1C(=O)[O-])/C=C/c1cccc(c1)O	1.0	True	1665	0.8059999999999999	8.945	-2.0	0.016626	-3.945	0.0	0.0	89.46	3.0	70.684	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	1.0	2.0	5.0	12.0	0.0	12.0	0.0	21.0	30.026999999999997	10.85	15.49	10.447000000000001	2.6839999999999997	-3.7310000000000003	-4.066	36.802	-1.6640000000000001	17.727999999999998	-3.318	-0.16	3.911	550.263	19.274	193.36	337.629	0.0	919.7739999999999	2.0	4.25	0.0109228	0.8312191999999999	282.2708	1.635	4	89.46	61.501999999999995	75.7311	35.817	2	2	0	21	-1
	Bitter	UNIMI	[O-]C(=O)c1cc(ccc1)NC(=O)/C=C/c2cc(O)ccc2	O=C(Nc1cccc(c1)C(=O)[O-])/C=C/c1cccc(c1)O	1.0	True	494	0.9590000000000001	9.158999999999999	-2.0	0.1051463	-3.542	0.0	0.0	89.46	2.0	63.677	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	1.0	2.0	5.0	12.0	0.0	12.0	0.0	21.0	30.243000000000002	11.175999999999998	18.811	12.97	2.039	-3.542	-4.192	24.284000000000002	-1.905	11.311	-3.7110000000000003	-0.36	9.878	561.265	23.404	212.4	325.461	0.0	928.063	3.0	5.25	0.0162014	0.8198134	282.2708	1.635	4	89.46	61.501999999999995	75.7311	35.817	2	2	0	21	-1
